TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,8:2 FTS,NA,N,U,ng/g,1.57,0.333,WG87324,NA,481071-78-7,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,PFOSA,NA,N,U,ng/g,0.392,0.098,WG87324,NA,754-91-6,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,N-MeFOSA,NA,N,U,ng/g,0.451,0.098,WG87324,NA,31506-32-8,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,N-EtFOSA,NA,N,U,ng/g,0.98,0.275,WG87324,NA,4151-50-2,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,MeFOSAA,NA,N,U,ng/g,0.392,0.098,WG87324,NA,2355-31-9,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,EtFOSAA,0.136,Y,K J,ng/g,0.392,0.098,WG87324,NA,2991-50-6,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,N-MeFOSE,NA,N,U,ng/g,10.8,0.98,WG87324,NA,24448-09-7,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,N-EtFOSE,5.77,Y,K,ng/g,2.94,0.98,WG87324,NA,1691-99-2,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,HFPO-DA,NA,N,U,ng/g,1.49,0.392,WG87324,NA,122499-17-6,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,ADONA,NA,N,U,ng/g,1.57,0.392,WG87324,NA,2127366-90-7,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.57,0.393,WG87324,NA,1621485-21-9,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.57,0.393,WG87324,NA,2196242-82-5,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,3:3 FTCA,NA,N,U H,ng/g,1.57,0.392,WG87324,NA,1169706-83-5,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,5:3 FTCA,NA,N,U,ng/g,9.8,2.45,WG87324,NA,1799325-94-2,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,7:3 FTCA,5.04,Y,J,ng/g,9.8,2.45,WG87324,NA,1799325-95-3,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,PFEESA,NA,N,U,ng/g,0.392,0.098,WG87324,NA,220689-13-4,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,PFMPA,NA,N,U,ng/g,0.784,0.196,WG87324,NA,NA,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,PFMBA,NA,N,U,ng/g,0.392,0.098,WG87324,NA,1432017-36-1,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231128,1720,Sample,NFDHA,NA,N,U H,ng/g,1.72,0.196,WG87324,NA,39187-41-2,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-92,NA,NA,NA,NA,20231106,800,Sample,% Moisture,74.1,Y,NA,%,NA,NA,WG87324,NA,NA,NA,NA,23-Oct-21,NJ_AGWT_02_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFBA,NA,N,U,ng/g,1.34,0.336,WG87324,NA,45048-62-2,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFPeA,NA,N,U,ng/g,0.672,0.168,WG87324,NA,45167-47-3,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFHxA,NA,N,U,ng/g,0.336,0.0883,WG87324,NA,92612-52-7,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFHpA,NA,N,U,ng/g,0.336,0.084,WG87324,NA,120885-29-2,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFOA,NA,N,U,ng/g,0.336,0.084,WG87324,NA,45285-51-6,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFNA,0.09,Y,J,ng/g,0.336,0.084,WG87324,NA,72007-68-2,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFDA,0.177,Y,J,ng/g,0.336,0.084,WG87324,NA,73829-36-4,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFUnA,0.215,Y,K B J,ng/g,0.336,0.084,WG87324,NA,196859-54-8,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFDoA,0.163,Y,J,ng/g,0.336,0.0672,WG87324,NA,171978-95-3,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFTrDA,0.154,Y,J,ng/g,0.336,0.084,WG87324,NA,862374-87-6,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFTeDA,0.108,Y,J,ng/g,0.336,0.0865,WG87324,NA,365971-87-5,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFBS,NA,N,U,ng/g,0.336,0.084,WG87324,NA,45187-15-3,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFPeS,NA,N,U,ng/g,0.336,0.0845,WG87324,NA,175905-36-9,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFHxS,NA,N,U,ng/g,0.336,0.084,WG87324,NA,108427-53-8,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFHpS,NA,N,U,ng/g,0.336,0.084,WG87324,NA,146689-46-5,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFOS,0.666,Y,NA,ng/g,0.336,0.084,WG87324,NA,45298-90-6,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFNS,NA,N,U,ng/g,0.336,0.084,WG87324,NA,474511-07-4,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFDS,NA,N,U,ng/g,0.336,0.084,WG87324,NA,126105-34-8,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFDoS,NA,N,U,ng/g,0.336,0.084,WG87324,NA,343629-43-6,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,4:2 FTS,NA,N,U,ng/g,1.34,0.336,WG87324,NA,414911-30-1,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,6:2 FTS,NA,N,U,ng/g,7.27,0.303,WG87324,NA,425670-75-3,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,8:2 FTS,NA,N,U,ng/g,1.34,0.286,WG87324,NA,481071-78-7,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFOSA,NA,N,U,ng/g,0.336,0.084,WG87324,NA,754-91-6,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,N-MeFOSA,NA,N,U,ng/g,0.387,0.084,WG87324,NA,31506-32-8,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,N-EtFOSA,NA,N,U,ng/g,0.84,0.235,WG87324,NA,4151-50-2,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,MeFOSAA,NA,N,U,ng/g,0.336,0.084,WG87324,NA,2355-31-9,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,EtFOSAA,NA,N,U,ng/g,0.336,0.084,WG87324,NA,2991-50-6,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,N-MeFOSE,NA,N,U,ng/g,9.22,0.84,WG87324,NA,24448-09-7,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,N-EtFOSE,2.09,Y,K J,ng/g,2.52,0.84,WG87324,NA,1691-99-2,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,HFPO-DA,NA,N,U,ng/g,1.28,0.336,WG87324,NA,122499-17-6,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,ADONA,NA,N,U,ng/g,1.34,0.336,WG87324,NA,2127366-90-7,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.34,0.337,WG87324,NA,1621485-21-9,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.34,0.337,WG87324,NA,2196242-82-5,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,3:3 FTCA,NA,N,U H,ng/g,1.34,0.336,WG87324,NA,1169706-83-5,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,5:3 FTCA,NA,N,U,ng/g,8.4,2.1,WG87324,NA,1799325-94-2,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,7:3 FTCA,NA,N,U,ng/g,8.4,2.1,WG87324,NA,1799325-95-3,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFEESA,NA,N,U,ng/g,0.336,0.084,WG87324,NA,220689-13-4,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFMPA,NA,N,U,ng/g,0.672,0.168,WG87324,NA,NA,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,PFMBA,NA,N,U,ng/g,0.336,0.084,WG87324,NA,1432017-36-1,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231128,1745,Sample,NFDHA,NA,N,U H,ng/g,1.47,0.184,WG87324,NA,39187-41-2,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-94,NA,NA,NA,NA,20231106,800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87324,NA,NA,NA,NA,22-Dec-21,NJ_CAGO_01_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFBA,NA,N,U,ng/g,1.32,0.331,WG87324,NA,45048-62-2,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFPeA,NA,N,U,ng/g,0.661,0.165,WG87324,NA,45167-47-3,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFHxA,0.087,Y,K J,ng/g,0.331,0.0826,WG87324,NA,92612-52-7,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFHpA,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,120885-29-2,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFOA,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,45285-51-6,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFNA,0.274,Y,J,ng/g,0.331,0.0826,WG87324,NA,72007-68-2,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFDA,0.315,Y,K J,ng/g,0.331,0.0826,WG87324,NA,73829-36-4,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFUnA,0.456,Y,B,ng/g,0.331,0.0826,WG87324,NA,196859-54-8,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFDoA,0.149,Y,J,ng/g,0.331,0.0661,WG87324,NA,171978-95-3,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFTrDA,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,862374-87-6,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFTeDA,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,365971-87-5,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFBS,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,45187-15-3,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFPeS,NA,N,U,ng/g,0.331,0.0831,WG87324,NA,175905-36-9,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFHxS,0.895,Y,NA,ng/g,0.331,0.0826,WG87324,NA,108427-53-8,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFHpS,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,146689-46-5,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFOS,5.75,Y,NA,ng/g,0.331,0.0826,WG87324,NA,45298-90-6,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFNS,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,474511-07-4,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFDS,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,126105-34-8,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFDoS,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,343629-43-6,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,4:2 FTS,NA,N,U,ng/g,1.32,0.331,WG87324,NA,414911-30-1,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,6:2 FTS,NA,N,U,ng/g,7.15,0.298,WG87324,NA,425670-75-3,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,8:2 FTS,NA,N,U,ng/g,1.32,0.281,WG87324,NA,481071-78-7,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFOSA,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,754-91-6,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,N-MeFOSA,NA,N,U,ng/g,0.38,0.0826,WG87324,NA,31506-32-8,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,N-EtFOSA,NA,N,U,ng/g,0.826,0.231,WG87324,NA,4151-50-2,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,MeFOSAA,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,2355-31-9,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,EtFOSAA,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,2991-50-6,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,N-MeFOSE,NA,N,U,ng/g,9.07,0.826,WG87324,NA,24448-09-7,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,N-EtFOSE,2.31,Y,K J,ng/g,2.48,0.826,WG87324,NA,1691-99-2,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,HFPO-DA,NA,N,U,ng/g,1.26,0.331,WG87324,NA,122499-17-6,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,ADONA,NA,N,U,ng/g,1.32,0.331,WG87324,NA,2127366-90-7,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.32,0.331,WG87324,NA,1621485-21-9,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.32,0.331,WG87324,NA,2196242-82-5,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,3:3 FTCA,NA,N,U H,ng/g,1.32,0.331,WG87324,NA,1169706-83-5,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,5:3 FTCA,NA,N,U,ng/g,8.26,2.07,WG87324,NA,1799325-94-2,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,7:3 FTCA,NA,N,U,ng/g,8.26,2.07,WG87324,NA,1799325-95-3,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFEESA,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,220689-13-4,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFMPA,NA,N,U,ng/g,0.661,0.165,WG87324,NA,NA,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,PFMBA,NA,N,U,ng/g,0.331,0.0826,WG87324,NA,1432017-36-1,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231128,1758,Sample,NFDHA,NA,N,U H,ng/g,1.45,0.165,WG87324,NA,39187-41-2,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-95,NA,NA,NA,NA,20231106,800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87324,NA,NA,NA,NA,26-Jan-22,NJ_CAGO_30_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFBA,NA,N,U,ng/g,1.25,0.311,WG87324,NA,45048-62-2,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFPeA,NA,N,U,ng/g,0.623,0.156,WG87324,NA,45167-47-3,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFHxA,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,92612-52-7,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFHpA,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,120885-29-2,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFOA,0.259,Y,J,ng/g,0.311,0.0778,WG87324,NA,45285-51-6,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFNA,1.37,Y,NA,ng/g,0.311,0.0778,WG87324,NA,72007-68-2,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFDA,1.15,Y,NA,ng/g,0.311,0.0778,WG87324,NA,73829-36-4,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFUnA,3.55,Y,NA,ng/g,0.311,0.0778,WG87324,NA,196859-54-8,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFDoA,0.625,Y,NA,ng/g,0.311,0.0623,WG87324,NA,171978-95-3,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFTrDA,0.347,Y,NA,ng/g,0.311,0.0778,WG87324,NA,862374-87-6,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFTeDA,0.111,Y,J,ng/g,0.311,0.0778,WG87324,NA,365971-87-5,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFBS,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,45187-15-3,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFPeS,0.314,Y,NA,ng/g,0.311,0.0782,WG87324,NA,175905-36-9,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFHxS,6.72,Y,NA,ng/g,0.311,0.0778,WG87324,NA,108427-53-8,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFHpS,0.44,Y,NA,ng/g,0.311,0.0778,WG87324,NA,146689-46-5,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFOS,46.6,Y,NA,ng/g,0.311,0.0778,WG87324,NA,45298-90-6,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFNS,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,474511-07-4,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFDS,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,126105-34-8,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFDoS,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,343629-43-6,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,4:2 FTS,NA,N,U,ng/g,1.25,0.311,WG87324,NA,414911-30-1,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,6:2 FTS,NA,N,U,ng/g,6.74,0.28,WG87324,NA,425670-75-3,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,8:2 FTS,NA,N,U,ng/g,1.25,0.265,WG87324,NA,481071-78-7,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFOSA,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,754-91-6,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,N-MeFOSA,NA,N,U,ng/g,0.358,0.0778,WG87324,NA,31506-32-8,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,N-EtFOSA,NA,N,U,ng/g,0.778,0.218,WG87324,NA,4151-50-2,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,MeFOSAA,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,2355-31-9,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,EtFOSAA,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,2991-50-6,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,N-MeFOSE,NA,N,U,ng/g,8.54,0.778,WG87324,NA,24448-09-7,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,N-EtFOSE,2.94,Y,K,ng/g,2.33,0.778,WG87324,NA,1691-99-2,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
